,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
0,L.B. Goncharov Kazakh Road Academy,world rank  10515,"417a Raiymbek avenue
Almaty
050061 Almaty
Kazakhstan",+7 (727) 276 8319,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
1,L.N. Gumilyov Eurasian National University,world rank  2134,"5 Kazhymukan Street
Nur-Sultan
010000 Nur-Sultan
Kazakhstan",+7 (7172) 709 500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"International Higher Education Academy of Sciences (IHEAS)
Eurasian Universities Association (EUA)
European Association of Institutions in Higher Education (EURASHE)","L.N. Gumilyov Eurasian National University
|
Faculty of Information Technologies Faculty of Natural Sciences Faculty of Economics Faculty of Philology Faculty of Law Faculty of Architecture and Construction Faculty of Mechanics and Mathematics Faculty of Journalism and Political Science Faculty of Transport and Energy Faculty of International Relations Faculty of Physics and Technical Sciences Faculty of Social Sciences Military Department","['library', 'housing', 'sports facilities', 'financial aid']"
2,La American University,world rank  13052,"Esso Salvadorita ½ c. abajo
Managua
Managua
Nicaragua",+505 (2) 249 6311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
3,La Consolacion College,world rank  Un,"San Francisco
Iriga City
4431 Bicol Region
Philippines",+63 (54) 299 2340,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
4,La Consolacion College Manila,world rank  11074,"Mendiola Street, San Miguel
Manila
1005 National Capital Region
Philippines",+63 (2) 736 0235,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
5,La Consolacion University Philippines,world rank  12200,"Valenzuela St., Capitol View Park Subdivision, Bulihan
Malolos City
3000 Central Luzon
Philippines",+63 (44) 931 8600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Philippine Association of Colleges and Universities (PACU)
Catholic Education Association of the Philippines (CEAP)
Philippine Association of Colleges and Universities Commission on Accreditation (PACUCOA)
Philippine Accrediting Association of Schools, Colleges, and Universities (PAASCU)
Malolos City Private Schools Association (MACIPRISA)
Private Schools Athletic Association (PRISAA)
Association of Schools of the Augustinian Sisters (ASAS)","La Consolacion University Philippines
|
Graduate School College of Medicine College of Allied Medical Sciences College of Business, Entrepreneurship, and Accountancy College of Education College of International Tourism and Hospitality Management College of Information Technology and Engineering College of Arts, Sciences and Education","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
6,La Roche University,world rank  3959,"9000 Babcock Boulevard
Pittsburgh
15237-5898 Pennsylvania
United States",+1 (412) 367 9300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council on Accreditation of Nurse Anesthesia Educational Programs (AANA)
Accreditation Council for Business Schools and Programs (ACBSP)
Foundation for Interior Design Education and Research (FIDER)","Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
7,La Rochelle Université,world rank  1657,"23 Avenue Albert Einstein; BP 33060
La Rochelle
17031 Nouvelle-Aquitaine
France",+33 (0)5 46 45 91 14,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Communauté d'universités et établissements d'Aquitaine,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
8,La Salle University,world rank  1604,"1900 W Olney Avenue
Philadelphia
19141-1199 Pennsylvania
United States",+1 (215) 951 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Association to Advance Collegiate Schools of Business (AACSB International),"Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
9,"La Salle University, Ozamiz City",world rank  11018,"Valconcha Street
Ozamiz City
7200 Northern Mindanao
Philippines",+63 (88) 521 1010,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"La Salle University, Ozamiz City
|
School of Education School of Business","['library', 'sports facilities', 'financial aid']"
10,La Sierra University,world rank  2793,"4500 Riverwalk Parkway
Riverside
92505-8247 California
United States",+1 (951) 785 2000,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)","National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
11,La Trobe University,world rank  382,"Kingsbury Drive
Melbourne
3086 Victoria
Australia",+61 (0)3 9627 4805,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Universities Australia
Innovative Research Universities Australia (IRU)","La Trobe University
|
Faculty of Education Faculty of Health Sciences Faculty of Humanities and Social Sciences Faculty of Law and Management Faculty of Science, Technology and Engineering","['library', 'sports facilities', 'financial aid']"
12,LAB University of Applied Sciences,world rank  2632,"Mukkulankatu 19
Lahti
15101 Paijanne Tavastia
Finland",+358 (3) 828 18,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
13,Labouré College,world rank  6943,"303 Adams Street
Milton
02186 Massachusetts
United States",+1 (617) 296 8300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
