,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
0,J.C. Bose University of Science and Technology,world rank  8224,"National Highway 2, Sector-6, Mathura Road
Faridabad
121 006 Haryana
India",+91 (129) 224 2142,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"J.C. Bose University of Science and Technology
|
Faculty of Engineering and Technology Faculty of Management Studies Faculty of Humanities and Sciences",['library']
1,Jaamacada Badweynta Hindiya,world rank  10202,"KM 4, Wadada Garoonka Diyaaradaha, Wadajir District
Mogadishu
5544 Banaadir
Somalia",+252 (1) 858 377,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"World Engagement Institute (WEInstitute)
United Nations Industrial Development Organization (UNIDO)
International Fund for Agricultural Development (IFAD)
International Council for Open and Distance Education (ICDE)
International Accounting Education Standards Board (IAESB)","Jaamacada Badweynta Hindiya
|
Faculty of Business studies Faculty of Health Sciences Faculty of Computing Faculty of Linguistics Institute of Continuing Education Faculty of Public Affairs Faculty of Sharia and Law","['library', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
2,Jaamacada Bariga Afrika,world rank  9645,"Bosaso, Main Road, Opposite of Xalwo Kismayo 2
Bosaso
Bari
Somalia",+252 907 633 775,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Jaamacada Bariga Afrika
|
Faculty of Sharia Faculty of Sharia and Law Faculty of Computer Science Faculty of Business Administration Faculty of Economics Faculty of Medicine Faculty of Veterinary Faculty of Health Science Faculty of Civil Engineering Faculty of Public Administration Faculty of Education Faculty of Community development Faculty of Geology","['library', 'housing', 'sports facilities', 'financial aid']"
3,Jaamacada Burco,world rank  11310,"Burao
Togdheer
Somalia",+252 (2) 712 642,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Jaamacada Burco
|
Faculty of Medicine and Nursing Faculty of Education Faculty of Animal Science and Agriculture Faculty of Business Administration Faculty of Sharia and Law Department of Community Development Department of Languages Department of Information and Communications Technology",['library']
4,Jaamacada Eelo,world rank  12274,"Borama
Somaliland
Somalia",+252 634 455 949,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
5,Jaamacada Gedo,world rank  Un,"Bardera
Gedo
Somalia",+252,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
6,Jaamacada Golis,world rank  11649,"Opposite to Summer Time Hotel, Jig Jiga Road, Red Sea, Ibrahim Kodbour District
Hargeisa
Woqooyi Galbeed
Somalia",+252 (63) 571 874,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,"Somali Research and Education Network (SomaliREN)
Association of African Universities (AAU)
European Science Education Research Association (ESERA)","Jaamacada Golis
|
Faculty of Engineering Faculty of Information Communication Technology Faculty of Management and Economics Faculty of Geology and Water Resources Faculty of Agriculture Faculty of Veterinary Medicine School of Medicine and Allied Health Sciences Faculty of Social and Behavioral Science Faculty of Islamic Studies and Sharia Faculty of Applied Statistics Faculty of Education",['library']
7,Jaamacada Hargeysa,world rank  10981,"Pepsi Village, Ahmed Dhagax, Former 1st July School Compound
Hargeisa
Woqooyi Galbeed
Somalia",+252 (63) 447 6488,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Jaamacada Hargeysa
|
Faculty of Sciences Faculty of Business Administration Faculty of Islamic Studies Faculty of Law Faculty of Medicine Faculty of ICT and Distance Learning",['library']
8,Jaamacada Hiiraan,world rank  Un,"Ammaana Building
Beledweyne
Hiran
Somalia",+252 615 401 721,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
9,Jaamacada Jamhuuriya ee Culuumta iyo Tiknooloojiyada,world rank  9192,"Opposite Digfer Hospital
Mogadishu
Banaadir
Somalia",+252 656 666,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Arab Universities (AARU)
International Union of Universities (IUU)
East Africa Research and Innovation Management Association (EARIMA)
Association of Somali Universities (ASU)
Somali Research and Education Network (Somali REN)","Jaamacada Jamhuuriya ee Culuumta iyo Tiknooloojiyada
|
Faculty of Computer and IT Faculty of Economics and Management Faculty of Engineering Faculty of Medicine and Health Sciences Faculty of Education Faculty of Veterinary and Agricultural Sciences","['library', 'sports facilities', 'financial aid', 'career services']"
